Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
Garuda Indonesia,2024-03-30,2024-05-09,40.0,Balikpapan,Surabaya,1.4,Economy,1499.518195557462
Lion Air,2024-11-26,2024-12-15,19.0,Medan,Jakarta,2.3,Economy,1070.6258702040411
Batik Air,2023-09-23,2023-11-25,63.0,Surabaya,Jakarta,1.4,Economy,1138.339533443466
AirAsia,2024-04-17,2024-04-21,4.0,Makassar,Surabaya,1.5,Business,4206.591137241386
Garuda Indonesia,2023-12-20,2024-03-12,83.0,Makassar,Balikpapan,1.2,Economy,759.6100972132292
Sriwijaya Air,2023-02-28,2023-05-10,,Makassar,Medan,3.8,Economy,917.5464120639092
Garuda Indonesia,2024-06-27,2024-08-19,53.0,Makassar,Yogyakarta,2.1,Economy,1867.6243219837788
Garuda Indonesia,2023-06-28,2023-09-04,68.0,Balikpapan,Denpasar,1.6,Economy,999.529216345805
Garuda Indonesia,2024-06-09,2024-08-27,79.0,Yogyakarta,Makassar,2.1,Economy,1532.0555823245797
Batik Air,2023-12-09,2024-02-20,73.0,Surabaya,Medan,3.6,Economy,1342.6156751218448
Garuda Indonesia,2024-08-10,2024-10-31,82.0,Surabaya,Yogyakarta,0.9,Economy,1448.083541546283
Citilink,2023-06-19,2023-07-08,19.0,Makassar,Denpasar,1.2,Economy,1517.0091382201265
Sriwijaya Air,2023-09-02,2023-09-20,18.0,Yogyakarta,Surabaya,0.8,Economy,1744.120183750929
Garuda Indonesia,2023-07-15,2023-07-31,16.0,Surabaya,Yogyakarta,0.8,Economy,1227.5414285576949
Lion Air,2023-04-15,2023-05-21,36.0,Denpasar,Makassar,1.3,Economy,1172.0643697221267
Sriwijaya Air,2023-07-01,2023-07-19,18.0,Makassar,Jakarta,2.4,Economy,2336.277403883037
Batik Air,2023-10-11,2023-11-26,46.0,Balikpapan,Surabaya,1.4,Economy,875.0663494400925
Sriwijaya Air,2024-12-14,2024-12-27,13.0,Balikpapan,Yogyakarta,2.3,Economy,843.0192247996438
Garuda Indonesia,2024-01-22,2024-01-23,1.0,Yogyakarta,Jakarta,1.1,Economy,2446.01005403731
AirAsia,2023-11-24,2023-12-15,21.0,Medan,Denpasar,4.1,Economy,1499.957556590687
AirAsia,2023-02-23,2023-03-22,27.0,Yogyakarta,Denpasar,1.2,Economy,1168.074445102584
Garuda Indonesia,2024-11-17,2025-02-08,83.0,Medan,Denpasar,4.2,Economy,1092.9208725010492
Lion Air,2023-01-15,2023-04-07,82.0,Balikpapan,Denpasar,1.3,Economy,1302.6960811303327
Citilink,2024-07-13,2024-08-20,38.0,Jakarta,Makassar,2.4,Economy,2115.958262437131
Sriwijaya Air,2024-04-12,2024-04-13,1.0,Denpasar,Jakarta,1.9,Economy,2325.993191626521
Garuda Indonesia,2024-06-12,2024-06-14,2.0,Yogyakarta,Medan,3.8,Economy,2415.3773284365047
Garuda Indonesia,2023-09-09,2023-11-07,59.0,Balikpapan,Jakarta,2.1,Economy,1288.7444795716337
Sriwijaya Air,2024-01-20,2024-03-17,57.0,Yogyakarta,Jakarta,1.3,Economy,1137.8016373705548
Batik Air,2024-03-12,2024-06-03,83.0,Denpasar,Surabaya,0.8,Economy,1503.8018253934968
AirAsia,2023-04-15,2023-06-22,68.0,Makassar,Balikpapan,1.1,Business,2063.2576744022326
Batik Air,2024-05-02,2024-05-14,12.0,Makassar,Medan,3.8,Economy,2091.384924015072
Batik Air,2023-02-17,2023-04-19,61.0,Yogyakarta,Medan,3.9,Business,2903.665452078839
Citilink,2023-06-01,2023-07-19,48.0,Yogyakarta,Denpasar,1.0,Economy,1610.0568706678469
Citilink,2024-08-25,2024-11-03,70.0,Yogyakarta,Medan,3.7,Economy,1763.1602722237606
Citilink,2024-06-05,2024-06-23,18.0,Yogyakarta,Medan,3.8,Economy,1990.9696783864485
Batik Air,2024-12-26,2025-02-22,58.0,Balikpapan,Makassar,0.9,Economy,1645.2759352411817
Lion Air,2024-06-09,2024-09-03,86.0,Denpasar,Jakarta,1.6,Economy,1229.6796780175698
Batik Air,2023-09-09,2023-09-15,6.0,Yogyakarta,Denpasar,1.0,Economy,1237.2146447455602
Sriwijaya Air,2023-04-02,2023-06-24,83.0,Balikpapan,Makassar,0.8,Economy,594.7309169578004
Citilink,2023-10-23,2023-12-15,53.0,Surabaya,Denpasar,0.9,Business,2232.3071252008795
AirAsia,2023-06-20,2023-08-06,47.0,Jakarta,Medan,2.2,Economy,2036.3089420035951
Batik Air,2023-06-02,2023-08-30,89.0,Surabaya,Jakarta,1.6,Economy,778.6136086200814
Garuda Indonesia,2024-01-07,2024-03-04,57.0,Balikpapan,Makassar,0.9,Economy,1174.494863704433
Sriwijaya Air,2023-05-20,2023-07-28,69.0,Denpasar,Yogyakarta,1.4,Economy,1611.2882601891893
Sriwijaya Air,2024-06-17,2024-09-01,76.0,Medan,Balikpapan,3.4,Economy,903.5513541670159
AirAsia,2023-12-01,2024-02-06,67.0,Yogyakarta,Denpasar,1.4,Economy,1233.8713675148515
AirAsia,2024-11-01,2024-11-14,13.0,Makassar,Jakarta,2.6,Economy,873.4843336695016
Batik Air,2023-01-06,2023-02-05,30.0,Balikpapan,Surabaya,1.3,Economy,779.2825877706556
Sriwijaya Air,2023-10-09,2024-01-04,87.0,Yogyakarta,Jakarta,1.4,Business,3210.618252120702
AirAsia,2023-12-02,2024-02-21,81.0,Medan,Balikpapan,3.5,Economy,922.8707679961593
AirAsia,2023-09-09,2023-10-22,,Denpasar,Medan,4.3,Economy,1124.843514155081
Sriwijaya Air,2024-05-02,2024-05-03,1.0,Balikpapan,Surabaya,1.6,Economy,2249.8683691953092
Garuda Indonesia,2024-10-09,2024-11-13,35.0,Surabaya,Yogyakarta,0.9,Economy,1307.1070308625615
AirAsia,2024-11-07,2025-01-13,67.0,Denpasar,Yogyakarta,1.4,Business,3982.468840208533
Sriwijaya Air,2023-06-14,2023-06-25,11.0,Balikpapan,Denpasar,1.6,Economy,1721.3007275469618
Sriwijaya Air,2023-08-11,2023-10-31,81.0,Medan,Balikpapan,3.4,Economy,797.6090461193102
Garuda Indonesia,2024-11-02,2024-12-03,31.0,Makassar,Balikpapan,1.2,Business,2709.514554416995
Lion Air,2024-02-02,2024-03-30,57.0,Makassar,Balikpapan,1.2,Economy,1964.0687970620452
Garuda Indonesia,2024-05-16,2024-05-31,15.0,Surabaya,Jakarta,,Business,2397.718928512765
Lion Air,2023-06-12,2023-07-15,33.0,Surabaya,Makassar,1.3,Economy,2412.750251779811
Citilink,2023-11-28,2024-02-03,67.0,Denpasar,Balikpapan,1.5,Economy,1078.5113503665539
Sriwijaya Air,2024-01-04,2024-01-28,24.0,Makassar,Medan,4.0,Economy,914.7870264034054
Lion Air,2024-07-19,2024-09-22,65.0,Yogyakarta,Medan,3.9,Economy,746.9216955320096
Garuda Indonesia,2024-04-07,2024-06-02,56.0,Denpasar,Medan,4.2,Economy,1159.9849394219723
Sriwijaya Air,2023-12-23,2024-03-12,80.0,Denpasar,Makassar,1.1,Economy,909.5147947979152
AirAsia,2024-06-11,2024-07-18,37.0,Denpasar,Makassar,1.2,Economy,2282.7809284346345
Lion Air,2024-08-05,2024-09-11,37.0,Surabaya,Balikpapan,1.4,Business,2512.1266962957257
Batik Air,2023-07-21,2023-09-20,61.0,Jakarta,Denpasar,1.8,Economy,1675.8174206301132
Citilink,2023-08-06,2023-10-20,,Balikpapan,Yogyakarta,2.2,Economy,715.9139125414524
Garuda Indonesia,2024-04-27,2024-07-14,78.0,Makassar,Medan,3.8,Economy,1428.4021761022095
Citilink,2023-03-21,2023-05-20,60.0,Yogyakarta,Denpasar,1.2,Economy,1640.6270134735973
AirAsia,2023-06-22,2023-08-23,62.0,Surabaya,Balikpapan,1.6,Economy,1800.4721703907524
Sriwijaya Air,2023-05-27,2023-07-20,54.0,Yogyakarta,Balikpapan,2.3,Economy,1774.6857449518798
Sriwijaya Air,2023-04-24,2023-06-18,55.0,Yogyakarta,Jakarta,1.3,Economy,1891.8883727355978
Lion Air,2023-01-08,2023-02-21,44.0,Surabaya,Denpasar,1.2,Business,3279.2162118515816
Sriwijaya Air,2023-01-25,2023-03-21,55.0,Medan,Jakarta,2.2,Economy,1020.1194666861592
Citilink,2023-11-18,2023-11-24,6.0,Makassar,Balikpapan,1.1,Business,3824.0849150642835
Lion Air,2024-06-29,2024-09-11,74.0,Surabaya,Denpasar,0.8,Business,3464.515032559384
Batik Air,2023-04-09,2023-04-16,7.0,Balikpapan,Jakarta,1.9,Economy,2008.2300543435672
Sriwijaya Air,2024-04-06,2024-04-26,20.0,Jakarta,Makassar,2.5,Economy,1284.478883872517
Citilink,2024-06-29,2024-07-19,20.0,Jakarta,Yogyakarta,,Business,3024.5350849449196
Sriwijaya Air,2023-12-03,2024-02-05,64.0,Denpasar,Medan,4.2,Economy,1000.3996334540817
Batik Air,2023-02-12,2023-02-19,7.0,Surabaya,Makassar,1.6,Economy,1664.1830818216272
Sriwijaya Air,2023-09-26,2023-11-17,52.0,Makassar,Medan,3.9,Economy,1936.070207707293
Garuda Indonesia,2023-02-02,2023-03-06,32.0,Surabaya,Yogyakarta,1.2,Economy,1647.251835173865
Batik Air,2023-01-29,2023-02-19,21.0,Denpasar,Yogyakarta,1.3,Economy,979.9376902679476
Citilink,2023-11-13,2024-01-08,56.0,Denpasar,Makassar,1.2,Economy,1712.2503424504453
Sriwijaya Air,2023-10-01,2023-10-03,2.0,Medan,Yogyakarta,3.7,Economy,1236.8673349310468
Citilink,2023-06-06,2023-07-31,55.0,Yogyakarta,Surabaya,1.2,Business,3268.4075030236513
Batik Air,2024-01-14,2024-04-04,,Yogyakarta,Makassar,1.9,Economy,1054.4680882289033
Garuda Indonesia,2023-05-02,2023-07-25,84.0,Surabaya,Balikpapan,1.4,Economy,1413.701316643335
Lion Air,2023-09-25,2023-12-15,81.0,Denpasar,Makassar,1.1,Economy,1005.5825530042177
AirAsia,2024-09-28,2024-11-07,40.0,Balikpapan,Medan,3.5,Economy,983.785437817792
AirAsia,2024-10-22,2024-12-15,54.0,Surabaya,Makassar,1.4,Economy,1016.5985507335629
Citilink,2024-08-28,2024-10-22,55.0,Balikpapan,Surabaya,1.4,Economy,627.5549617621668
Garuda Indonesia,2023-10-17,2023-11-07,21.0,Jakarta,Surabaya,1.5,Economy,5670.182808915121
Batik Air,2024-10-23,2025-01-15,84.0,Surabaya,Balikpapan,1.6,Economy,568.0324136241022
AirAsia,2023-12-02,2024-02-23,83.0,Balikpapan,Surabaya,1.5,Economy,620.2982937875825
Lion Air,2024-09-06,2024-10-19,43.0,Makassar,Yogyakarta,1.8,Economy,1490.9010981651027
Garuda Indonesia,2023-09-24,2023-12-03,70.0,Jakarta,Medan,2.2,Economy,1814.1026675238147
Garuda Indonesia,2023-01-22,2023-04-11,79.0,Denpasar,Surabaya,1.0,Economy,773.2137759813648
Lion Air,2024-07-21,2024-09-06,47.0,Makassar,Surabaya,,Business,2818.8986914715583
Batik Air,2024-08-07,2024-09-10,34.0,Jakarta,Balikpapan,1.9,Economy,1332.9761464525875
Sriwijaya Air,2024-01-27,2024-04-02,66.0,Yogyakarta,Surabaya,1.1,Economy,1099.4825470569053
Sriwijaya Air,2023-10-18,2024-01-15,89.0,Surabaya,Medan,3.5,Economy,534.2512502460495
Batik Air,2023-05-07,2023-05-10,3.0,Jakarta,Yogyakarta,1.1,Economy,5267.1196721355
Lion Air,2023-06-03,2023-08-16,74.0,Yogyakarta,Jakarta,1.0,Economy,664.9997577797457
Sriwijaya Air,2024-01-21,2024-03-06,45.0,Medan,Balikpapan,3.5,Economy,1212.9264128973332
Batik Air,2024-11-02,2024-11-24,22.0,Makassar,Jakarta,2.5,Business,3611.569661176913
Citilink,2024-08-04,2024-10-17,74.0,Balikpapan,Yogyakarta,2.2,Economy,721.3186433003841
Lion Air,2023-08-11,2023-08-28,17.0,Balikpapan,Surabaya,1.6,Business,5096.815054146535
Citilink,2024-05-15,2024-07-17,63.0,Yogyakarta,Medan,3.8,Economy,1703.3370115761186
Lion Air,2023-10-17,2023-12-22,66.0,Makassar,Surabaya,1.4,Economy,3456.6384294173995
Sriwijaya Air,2024-10-31,2024-12-20,50.0,Surabaya,Balikpapan,,Business,2943.2846097751794
Garuda Indonesia,2024-08-11,2024-08-20,9.0,Balikpapan,Jakarta,2.0,Economy,2029.8850289130585
Lion Air,2024-12-02,2025-01-18,47.0,Jakarta,Surabaya,1.3,Business,3053.895610629631
Garuda Indonesia,2024-02-06,2024-02-28,22.0,Jakarta,Makassar,2.5,Business,5070.294333608055
Sriwijaya Air,2023-04-24,2023-06-01,38.0,Surabaya,Jakarta,1.5,Economy,1770.559522396087
Garuda Indonesia,2024-08-18,2024-08-29,11.0,Balikpapan,Yogyakarta,2.1,Economy,2042.393949626133
Garuda Indonesia,2023-06-05,2023-06-08,3.0,Yogyakarta,Balikpapan,2.3,Economy,2125.927657588613
Garuda Indonesia,2023-02-22,2023-04-22,59.0,Balikpapan,Yogyakarta,2.2,Economy,1528.86050205041
AirAsia,2024-04-09,2024-06-19,71.0,Yogyakarta,Medan,3.8,Economy,1168.0145049761281
Lion Air,2024-04-12,2024-06-19,68.0,Jakarta,Denpasar,1.9,Economy,1225.926192006013
Garuda Indonesia,2024-08-02,2024-09-16,45.0,Makassar,Yogyakarta,1.9,Economy,1577.182248033474
Citilink,2024-11-06,2024-11-19,13.0,Denpasar,Balikpapan,1.3,Economy,1939.4661556435128
Garuda Indonesia,2023-12-26,2024-02-07,43.0,Medan,Jakarta,2.1,Economy,1026.301003575965
Batik Air,2023-02-21,2023-04-23,,Makassar,Medan,4.1,Economy,1229.2366666867633
Citilink,2023-07-14,2023-09-30,78.0,Medan,Jakarta,2.3,Economy,1119.140464836827
Citilink,2023-07-05,2023-09-03,,Jakarta,Denpasar,2.0,Economy,1570.4068699562845
Batik Air,2023-01-08,2023-03-16,67.0,Surabaya,Medan,3.6,Economy,1788.1745627235819
Citilink,2023-12-25,2024-03-01,67.0,Yogyakarta,Medan,3.9,Economy,1692.9395847479045
Lion Air,2023-08-09,2023-08-22,13.0,Yogyakarta,Makassar,1.9,Economy,1904.0283875183818
AirAsia,2023-09-26,2023-11-28,63.0,Makassar,Denpasar,1.2,Economy,1769.257960598269
Sriwijaya Air,2023-06-21,2023-08-25,65.0,Makassar,Denpasar,1.1,Economy,492.0811651074158
Garuda Indonesia,2024-06-14,2024-07-17,33.0,Surabaya,Jakarta,1.6,Business,3404.5309323918996
AirAsia,2024-11-11,2024-12-20,39.0,Medan,Denpasar,4.0,Economy,1639.3756463203135
AirAsia,2024-11-21,2024-12-27,36.0,Jakarta,Yogyakarta,1.1,Economy,1174.645180502114
Batik Air,2023-07-28,2023-08-31,34.0,Yogyakarta,Jakarta,1.2,Economy,2217.582511131013
Lion Air,2024-10-07,2025-01-01,86.0,Medan,Surabaya,3.6,Economy,1263.4344801317932
Batik Air,2024-09-05,2024-11-02,58.0,Surabaya,Makassar,1.7,Business,3734.7846318756447
Citilink,2024-01-12,2024-03-06,,Surabaya,Yogyakarta,1.1,Economy,810.9916781109617
Sriwijaya Air,2024-11-05,2025-01-17,73.0,Medan,Denpasar,4.3,Economy,4130.309351330764
AirAsia,2023-05-05,2023-07-09,65.0,Balikpapan,Surabaya,1.4,Economy,1152.9792823436303
AirAsia,2024-04-28,2024-05-05,7.0,Denpasar,Jakarta,,Business,3650.962217346527
Batik Air,2024-12-18,2025-02-12,56.0,Balikpapan,Denpasar,1.3,Business,4496.0830131920475
Citilink,2024-06-23,2024-07-29,36.0,Surabaya,Medan,3.4,Economy,989.856952856893
Lion Air,2023-11-20,2023-12-02,12.0,Denpasar,Balikpapan,1.4,Business,2548.775032582451
Garuda Indonesia,2024-09-05,2024-10-06,31.0,Balikpapan,Medan,3.6,Economy,2175.329417637974
Batik Air,2023-08-20,2023-09-11,22.0,Denpasar,Balikpapan,1.6,Economy,2234.7319682938705
Lion Air,2024-03-18,2024-04-14,27.0,Jakarta,Yogyakarta,1.4,Economy,2221.7707912966157
AirAsia,2024-07-08,2024-07-19,11.0,Medan,Makassar,4.1,Economy,1734.9679220562928
AirAsia,2023-11-22,2024-01-27,66.0,Jakarta,Makassar,2.6,Economy,875.4695344085512
Lion Air,2023-04-04,2023-05-30,56.0,Makassar,Medan,3.9,Economy,2322.0732738422107
Lion Air,2023-02-02,2023-02-08,6.0,Jakarta,Denpasar,1.8,Economy,1668.1381313884212
Sriwijaya Air,2024-02-21,2024-03-07,15.0,Balikpapan,Yogyakarta,2.1,Business,5016.203987381784
Citilink,2024-05-27,2024-08-22,87.0,Medan,Yogyakarta,3.7,Economy,624.3534048458757
Garuda Indonesia,2023-10-01,2023-10-22,21.0,Balikpapan,Makassar,1.2,Economy,1624.4141802965964
Lion Air,2024-11-17,2024-12-02,15.0,Makassar,Jakarta,2.7,Economy,4540.351225160185
AirAsia,2024-08-14,2024-10-02,49.0,Makassar,Jakarta,2.6,Economy,1931.6097505526277
Batik Air,2024-02-12,2024-03-15,32.0,Surabaya,Balikpapan,1.4,Economy,1895.900395395465
Citilink,2024-04-01,2024-05-26,55.0,Medan,Jakarta,2.3,Business,4129.920256080029
Batik Air,2023-10-10,2023-12-10,61.0,Balikpapan,Surabaya,1.5,Economy,1334.9414541499648
Garuda Indonesia,2023-09-05,2023-10-25,50.0,Surabaya,Medan,3.4,Economy,868.2897477383372
Lion Air,2023-10-26,2024-01-22,88.0,Makassar,Medan,4.2,Economy,1371.4999723056678
Lion Air,2024-03-25,2024-05-16,52.0,Balikpapan,Yogyakarta,2.3,Economy,1425.7907255250445
Citilink,2024-03-11,2024-04-03,23.0,Jakarta,Yogyakarta,1.2,Economy,1200.280763655347
Lion Air,2024-12-14,2025-02-28,76.0,Balikpapan,Makassar,0.9,Economy,1243.1471140327164
Garuda Indonesia,2023-08-20,2023-09-25,36.0,Balikpapan,Makassar,1.0,Economy,2207.6317521884093
Citilink,2023-01-25,2023-01-28,3.0,Yogyakarta,Balikpapan,2.2,Economy,1863.1252290776297
Batik Air,2023-02-07,2023-05-06,88.0,Surabaya,Denpasar,1.1,Business,1217.9751125529278
Batik Air,2023-10-12,2023-12-06,55.0,Denpasar,Makassar,1.3,Economy,1668.9486512876756
Garuda Indonesia,2023-09-27,2023-10-11,14.0,Makassar,Surabaya,1.6,Economy,1297.2112328976677
AirAsia,2024-02-19,2024-04-15,56.0,Yogyakarta,Medan,3.9,Economy,1942.477222485918
Garuda Indonesia,2024-03-13,2024-04-30,48.0,Medan,Surabaya,3.7,Economy,1145.88643984281
Sriwijaya Air,2023-03-22,2023-04-15,24.0,Yogyakarta,Balikpapan,2.2,Economy,1438.0350200055318
Garuda Indonesia,2023-05-16,2023-07-14,59.0,Balikpapan,Surabaya,1.4,Business,3474.0630498724076
AirAsia,2024-10-13,2024-12-08,56.0,Denpasar,Makassar,1.3,Business,1779.6203367103979
Batik Air,2024-03-31,2024-05-27,57.0,Balikpapan,Yogyakarta,2.1,Economy,1910.7772699993016
Sriwijaya Air,2023-09-15,2023-11-20,66.0,Denpasar,Jakarta,2.0,Economy,1528.5606210717385
Citilink,2024-06-18,2024-08-10,53.0,Medan,Makassar,3.8,Economy,1863.920853669499
Batik Air,2023-10-23,2023-11-17,,Jakarta,Yogyakarta,1.1,Economy,1048.0242381391765
Batik Air,2023-05-17,2023-08-13,88.0,Makassar,Surabaya,1.7,Business,2386.0198786919
Sriwijaya Air,2023-03-11,2023-04-03,23.0,Surabaya,Makassar,1.4,Economy,2019.2798106121859
Citilink,2023-09-21,2023-10-22,31.0,Makassar,Yogyakarta,1.9,Economy,5041.656626714588
AirAsia,2023-08-15,2023-09-30,46.0,Medan,Makassar,4.1,Economy,1503.7815602804458
AirAsia,2024-03-22,2024-04-14,23.0,Surabaya,Makassar,1.3,Economy,1616.2408129473702
Sriwijaya Air,2023-04-09,2023-05-09,,Surabaya,Medan,3.4,Business,2057.0763470991055
Citilink,2023-08-29,2023-09-11,13.0,Medan,Jakarta,2.3,Economy,1880.7206486748382
Lion Air,2023-02-20,2023-04-20,59.0,Surabaya,Yogyakarta,1.0,Economy,1498.4620667455526
Sriwijaya Air,2023-04-28,2023-07-15,78.0,Surabaya,Yogyakarta,1.2,Economy,840.0942373235878
Sriwijaya Air,2024-09-07,2024-10-23,46.0,Balikpapan,Denpasar,1.6,Business,4334.221521485447
Garuda Indonesia,2023-01-10,2023-02-21,42.0,Makassar,Medan,3.9,Economy,1463.8371288967621
Garuda Indonesia,2024-05-03,2024-06-10,38.0,Medan,Balikpapan,3.5,Economy,2219.119868276483
Garuda Indonesia,2023-08-22,2023-11-12,82.0,Denpasar,Surabaya,0.8,Economy,1158.8781747968944
Sriwijaya Air,2024-12-21,2025-02-11,52.0,Jakarta,Makassar,,Economy,975.3118988153726
Batik Air,2024-09-02,2024-09-13,11.0,Jakarta,Surabaya,1.4,Economy,947.1213868032089
AirAsia,2023-03-24,2023-04-07,14.0,Yogyakarta,Balikpapan,2.1,Economy,4725.018590731042
Citilink,2024-10-22,2024-12-23,62.0,Balikpapan,Denpasar,1.4,Economy,1501.4965989543643
Lion Air,2024-06-28,2024-09-10,74.0,Surabaya,Medan,3.5,Economy,894.1853455806096
Batik Air,2023-05-12,2023-05-17,5.0,Makassar,Denpasar,1.3,Business,5765.616961075132
Sriwijaya Air,2023-08-14,2023-10-10,57.0,Surabaya,Makassar,1.3,Economy,1278.4481305488816
Batik Air,2023-09-21,2023-12-15,85.0,Makassar,Jakarta,2.7,Economy,1465.6995805381694
Garuda Indonesia,2023-09-16,2023-10-02,16.0,Denpasar,Surabaya,1.1,Economy,2152.9372378582448
Citilink,2023-01-16,2023-04-02,76.0,Yogyakarta,Denpasar,1.1,Economy,923.1603733202724
Garuda Indonesia,2024-04-05,2024-04-07,2.0,Balikpapan,Surabaya,,Economy,1871.4944123140963
Garuda Indonesia,2023-05-18,2023-08-09,83.0,Makassar,Balikpapan,0.9,Economy,1147.689449700747
Batik Air,2023-06-03,2023-08-04,62.0,Denpasar,Medan,4.1,Business,1598.0849586327229
AirAsia,2024-11-28,2024-12-05,7.0,Surabaya,Balikpapan,1.4,Economy,1980.3396360207482
Citilink,2023-12-03,2024-02-12,71.0,Surabaya,Medan,3.6,Economy,911.1301845193359
AirAsia,2023-01-25,2023-03-24,58.0,Yogyakarta,Surabaya,1.0,Economy,1183.5801457034945
Sriwijaya Air,2023-05-10,2023-06-04,25.0,Surabaya,Jakarta,1.3,Business,2140.8211953136415
Lion Air,2023-03-15,2023-03-27,12.0,Surabaya,Balikpapan,1.7,Economy,2585.352983974045
Citilink,2024-04-26,2024-06-30,65.0,Jakarta,Surabaya,1.4,Economy,1533.1083732988873
Citilink,2024-09-07,2024-10-21,44.0,Medan,Surabaya,3.6,Economy,1677.088366029952
Sriwijaya Air,2024-09-25,2024-11-21,57.0,Balikpapan,Yogyakarta,2.1,Economy,1745.8940363551492
Garuda Indonesia,2023-06-24,2023-09-10,,Jakarta,Makassar,2.4,Business,3328.2169010521097
Garuda Indonesia,2024-07-03,2024-07-24,21.0,Makassar,Balikpapan,0.9,Economy,1666.9196115041993
Lion Air,2023-03-08,2023-04-28,51.0,Denpasar,Balikpapan,1.6,Economy,1146.8766791305532
AirAsia,2023-08-07,2023-08-12,5.0,Surabaya,Medan,3.3,Business,5185.969273279845
Sriwijaya Air,2024-03-22,2024-04-10,19.0,Surabaya,Denpasar,1.2,Economy,1771.8122002659895
AirAsia,2024-09-26,2024-10-14,18.0,Balikpapan,Makassar,0.8,Business,3922.361117813506
AirAsia,2024-05-19,2024-08-12,85.0,Medan,Surabaya,3.6,Economy,1286.8928475615974
AirAsia,2023-11-19,2024-01-27,69.0,Surabaya,Jakarta,1.6,Business,9195.592169582496
Garuda Indonesia,2023-05-10,2023-07-19,70.0,Yogyakarta,Medan,3.7,Economy,1167.284516129079
Lion Air,2023-05-28,2023-06-02,5.0,Jakarta,Medan,2.3,Business,2886.684179860795
Citilink,2023-06-19,2023-07-30,41.0,Makassar,Jakarta,2.7,Economy,2265.777089528661
Citilink,2024-06-11,2024-07-05,,Yogyakarta,Balikpapan,2.0,Economy,2231.539059844169
AirAsia,2023-01-27,2023-02-23,27.0,Yogyakarta,Balikpapan,2.3,Economy,1114.3893434012712
Lion Air,2024-03-20,2024-06-04,76.0,Balikpapan,Surabaya,1.5,Economy,1926.3441239124868
Garuda Indonesia,2024-12-26,2025-02-12,48.0,Denpasar,Surabaya,0.9,Economy,1227.330472201894
Citilink,2023-07-21,2023-09-25,66.0,Balikpapan,Jakarta,2.1,Economy,692.5642275919992
Citilink,2023-08-06,2023-09-14,39.0,Surabaya,Medan,3.5,Economy,1945.3430390645829
Citilink,2023-06-10,2023-07-27,47.0,Jakarta,Yogyakarta,1.2,Economy,1652.5747207233685
Garuda Indonesia,2023-02-20,2023-05-03,72.0,Balikpapan,Makassar,0.8,Economy,1612.5225145451566
Sriwijaya Air,2023-11-09,2023-12-20,41.0,Jakarta,Medan,2.1,Economy,2154.679192187768
Batik Air,2024-08-28,2024-11-06,70.0,Balikpapan,Jakarta,2.1,Economy,1261.0774094889582
Garuda Indonesia,2024-03-11,2024-05-11,61.0,Denpasar,Makassar,1.3,Economy,826.3998233293713
Batik Air,2024-06-19,2024-08-14,56.0,Surabaya,Balikpapan,1.3,Economy,1339.9458297493106
Batik Air,2023-12-18,2024-03-04,77.0,Surabaya,Yogyakarta,1.0,Economy,1365.3705013662764
Batik Air,2024-09-12,2024-11-13,62.0,Balikpapan,Surabaya,1.4,Economy,1041.3501280567202
Sriwijaya Air,2024-08-29,2024-11-15,78.0,Medan,Balikpapan,3.5,Economy,1276.2002482291841
Garuda Indonesia,2024-09-13,2024-09-23,10.0,Jakarta,Medan,2.1,Economy,2238.932171789878
Sriwijaya Air,2023-01-18,2023-03-23,64.0,Yogyakarta,Denpasar,1.2,Economy,1086.177459077377
Batik Air,2024-02-12,2024-04-12,60.0,Surabaya,Balikpapan,1.5,Economy,1190.1964204582598
Garuda Indonesia,2023-06-23,2023-08-11,49.0,Medan,Makassar,4.1,Economy,1898.6754838435413
Lion Air,2024-03-29,2024-04-05,7.0,Jakarta,Yogyakarta,1.3,Business,2701.508999255188
Sriwijaya Air,2023-11-09,2023-12-10,31.0,Jakarta,Medan,2.1,Economy,5231.985273452138
Lion Air,2024-03-06,2024-04-02,27.0,Yogyakarta,Medan,3.9,Economy,878.1316513242599
AirAsia,2024-03-18,2024-04-14,27.0,Jakarta,Balikpapan,1.8,Business,2990.997293837623
AirAsia,2024-12-11,2025-02-22,73.0,Medan,Makassar,4.0,Economy,1669.916132380407
Batik Air,2024-06-11,2024-06-14,3.0,Makassar,Yogyakarta,1.9,Business,5864.846852626979
Batik Air,2024-07-26,2024-08-19,24.0,Medan,Makassar,4.2,Economy,1416.5432269821151
Garuda Indonesia,2023-02-02,2023-03-12,38.0,Makassar,Jakarta,2.4,Economy,977.1225053648059
Lion Air,2024-08-03,2024-08-26,23.0,Jakarta,Yogyakarta,1.4,Economy,1770.1670199568312
Citilink,2023-12-10,2024-01-22,43.0,Denpasar,Makassar,1.0,Economy,2445.6411509824097
Citilink,2023-01-24,2023-02-20,27.0,Jakarta,Denpasar,1.6,Economy,1205.5971651575796
AirAsia,2024-06-09,2024-08-14,66.0,Medan,Denpasar,4.1,Economy,1895.1289871901165
Citilink,2023-08-04,2023-09-18,,Surabaya,Medan,3.3,Economy,1753.0293693349463
Garuda Indonesia,2023-05-19,2023-07-17,59.0,Medan,Jakarta,2.2,Economy,1660.0384958555703
